video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,anticipation_hp,anticipation_scr_events,video_hp,video_scr,hp_video_ratings,participant_num,hp_base_anticipation,base_ECG,base_scr,trial_num
heights_high_2.mov,1,2,1,1754.573,1757.573,0.543,4.105,0.495,1.235,1771.659,1792.532,0.779,0.939,0.636,0.083,1.385,1.152,1.068,1.235,NaN,0,NaN,0,NaN,123,NaN,0.599,0.155,33
heights_low_4.m4v,1,1,1,1806.864,1809.864,0.58,3.854,0.496,1.569,1824.033,1845.06,0.384,0.355,0.702,0.897,2.887,1.085,0.918,0.718,NaN,0,NaN,0,NaN,123,NaN,0.599,0.155,34
spider_high_3.mov,3,2,2,1860.156,1863.157,0.5,2.586,0.5,0.301,1871.786,1891.909,0.395,0.696,0.737,0.255,2.703,0.951,0.951,0.952,NaN,0,NaN,0,NaN,123,NaN,0.599,0.155,35
spider_high_1.mov,3,2,1,1906.958,1909.958,0.5,13.715,0.5,0.3,1927.714,1947.721,0.355,0.381,0.36,0.263,2.837,1.385,1.969,0.751,NaN,0,NaN,0,NaN,123,NaN,0.599,0.155,36
heights_low_3.mov,1,1,2,10.044,13.068,0.649,4.355,0.5,0.017,26.196,44.683,0.332,0.333,0.669,0.5,2.486,2.153,3.087,2.686,0.745,0,0.934,0.172,0.882,124,0.837,0.709,0.072,1
spider_high_5.m4v,3,2,2,64.588,67.588,0.601,1.936,0.486,2.853,76.101,96.575,0.575,0.552,0.733,0.044,3.137,2.236,3.504,1.652,0.794,0,0.867,0.103,0.888,124,0.863,0.709,0.072,2
spider_low_5.mov,3,1,1,116.596,119.596,0.571,3.02,0.546,1.535,129.877,150.2,0.501,0.471,0.636,0.17,2.753,1.135,2.703,3.054,0.838,0,0.881,0.207,0.856,124,0.883,0.709,0.072,3
spider_high_6.mov,3,2,1,169.337,172.337,0.48,2.853,0.418,1.702,180.616,200.222,0.538,0.491,0.653,0.101,4.288,1.902,3.087,2.703,0.87,0,0.857,0.161,0.873,124,0.887,0.709,0.072,4
social_low_5.m4v,2,1,2,221.695,224.696,0.447,5.122,0.5,2.486,236.028,255.984,0.036,0.033,0.611,0.935,3.788,1.602,2.837,2.57,0.848,0,0.827,0.158,0.887,124,0.84,0.709,0.072,5
social_high_3.mov,2,2,1,276.272,279.272,0.436,2.503,0.426,1.652,288.152,308.508,0.544,0.7,0.675,0.545,3.237,1.151,6.824,2.369,0.795,0,0.946,0.258,0.927,124,0.839,0.709,0.072,6
social_high_2.mov,2,2,1,331.583,334.583,0.518,8.776,0.584,1.368,348.452,369.392,0.611,0.53,0.607,0.363,3.637,1.101,1.952,1.585,0.803,0,0.885,0.05,0.847,124,0.829,0.709,0.072,7
spider_low_3.m4v,3,1,2,387.161,390.162,0.519,3.738,0.465,1.602,400.225,420.883,0.514,0.372,0.665,0.295,5.74,1.335,2.102,2.336,0.868,0,0.817,0.051,0.82,124,0.889,0.709,0.072,8
heights_high_3.m4v,1,2,2,441.888,444.888,0.522,4.922,0.544,1.068,459.608,480.198,0.635,0.659,0.986,0.51,3.037,1.702,2.136,3.154,0.755,0,0.867,0.204,0.907,124,0.802,0.709,0.072,9
heights_high_5.mov,1,2,1,499.719,502.719,0.567,3.804,0.568,0.784,516.037,536.026,0.777,0.858,0.958,0.477,4.322,1.385,1.685,1.518,0.749,0,0.926,0.263,0.907,124,0.801,0.709,0.072,10
heights_low_6.m4v,1,1,1,554.429,557.429,0.604,3.037,0.622,1.185,570.38,588.368,0.234,0.127,0.869,0.954,2.269,1.101,1.902,1.402,0.795,0,0.779,0.177,0.911,124,0.923,0.709,0.072,11
social_low_2.mov,2,1,2,604.535,607.535,0.544,16.568,0.554,0.834,630.663,651.988,0.379,0.622,0.651,0.5,2.403,1.652,1.502,0.851,0.926,0,0.837,0.246,0.875,124,0.932,0.709,0.072,12
spider_low_4.m4v,3,1,2,744.189,747.189,0.533,1.852,0.479,0.801,755.568,776.042,0.377,0.277,0.655,0.434,2.219,1.902,1.802,1.168,NaN,0,0.959,0.154,0.957,124,0.813,0.709,0.072,13
spider_low_1.m4v,3,1,1,792.626,795.626,0.433,0.801,0.426,0.934,801.085,821.292,0.35,0.268,0.722,0.469,1.518,1.018,1.802,2.086,0.883,0,0.917,0.104,0.958,124,NaN,0.709,0.072,14
spider_high_4.m4v,3,2,1,837.208,840.208,0.368,1.585,0.348,1.068,847.586,868.026,0.617,0.678,0.748,0.15,2.62,1.752,1.569,2.686,0.808,0,1.012,0.103,1.014,124,0.893,0.709,0.072,15
heights_low_2.m4v,1,1,2,886.146,889.146,0.419,3.921,0.457,2.052,903.848,923.855,0.014,0.027,0.781,0.969,2.653,2.002,1.752,1.919,0.909,0,0.961,0.105,0.977,124,0.832,0.709,0.072,16
social_low_4.m4v,2,1,2,941.674,944.674,0.507,7.258,0.554,0.634,958.292,978.999,0.073,0.065,0.79,0.826,2.386,1.485,1.485,2.453,0.896,0,0.9,0.152,0.921,124,0.915,0.709,0.072,17
social_high_5.m4v,2,2,1,996.301,999.301,0.371,4.755,0.384,1.201,1008.981,1028.971,0.547,0.641,0.72,0.57,1.235,1.251,1.518,2.019,0.89,0,0.964,0.053,0.886,124,0.952,0.709,0.072,18
social_high_6.mov,2,2,1,1044.487,1047.487,0.455,2.486,0.471,1.202,1055.9,1076.423,0.523,0.394,0.754,0.497,5.289,2.72,1.585,2.353,0.724,0,0.966,0,0.97,124,0.799,0.709,0.072,19
spider_high_1.mov,3,2,2,1097.863,1100.863,0.489,5.74,0.5,0.567,1110.894,1130.866,0.558,0.589,0.86,0.274,2.92,1.402,1.118,1.986,0.979,0,0.926,0.053,0.976,124,0.81,0.709,0.072,20
social_low_3.m4v,2,1,2,1147.785,1150.785,0.5,3.22,0.515,1.101,1158.83,1178.953,0.117,0.155,0.88,0.862,2.636,1.535,2.236,1.285,0.824,0,0.944,0,0.969,124,0.897,0.709,0.072,21
heights_low_5.m4v,1,1,2,1196.138,1199.138,0.425,2.036,0.517,0.751,1210.654,1230.627,0.184,0.146,0.816,0.806,2.97,1.669,1.569,1.885,0.903,0,0.855,0.105,0.932,124,0.983,0.709,0.072,22
heights_high_2.mov,1,2,1,1248.212,1251.212,0.363,9.844,0.466,0.718,1270.503,1291.36,0.714,0.818,0.936,0.463,1.602,1.235,1.468,3.504,0.919,0,0.975,0.151,0.991,124,0.913,0.709,0.072,23
heights_high_6.mov,1,2,1,1308.662,1311.662,0.571,2.553,0.577,1.702,1324.647,1345.136,0.645,0.7,0.955,0.496,2.787,1.368,1.885,0.501,0.809,0,0.962,0.154,0.964,124,0.909,0.709,0.072,24
spider_low_2.mov,3,1,2,1435.069,1438.069,0.463,1.652,0.5,1.001,1444.445,1464.969,0.307,0.282,0.851,0.661,2.353,1.285,1.652,1.101,0.977,0,0.948,0,0.909,124,0.763,0.709,0.072,25
spider_high_3.mov,3,2,1,1480.853,1483.853,0.423,1.735,0.466,1.335,1491.648,1511.754,0.571,0.593,0.831,0.323,3.237,1.118,2.486,1.001,0.947,0,0.966,0.105,0.918,124,0.735,0.709,0.072,26
spider_low_6.m4v,3,1,1,1529.089,1532.089,0.41,3.104,0.475,0.968,1541.887,1562.377,0.396,0.458,0.73,0.536,2.67,1.168,1.769,1.869,0.707,0,0.948,0.051,0.918,124,0.641,0.709,0.072,27
social_low_1.m4v,2,1,2,1579.345,1582.345,0.415,2.82,0.537,1.318,1591.208,1611.998,0.034,0.034,0.627,0.924,1.218,1.218,1.819,2.169,0.803,0,0.815,0.051,0.811,124,0.719,0.709,0.072,28
heights_low_4.m4v,1,1,2,1627.915,1630.915,0.395,6.457,0.523,0.634,1646.736,1667.727,0.463,0.573,0.898,0.691,3.154,1.385,1.936,1.335,0.751,0,0.853,0.05,0.893,124,0.863,0.709,0.072,29
social_high_1.mov,2,2,2,1685.028,1688.028,0.437,6.007,0.5,1.302,1699.06,1719.099,0.382,0.553,0.766,0.846,3.604,3.32,1.618,1.085,0.9,0,0.961,0.053,0.932,124,0.865,0.709,0.072,30
social_high_4_replacement.mov,2,2,1,1738.22,1741.22,0.44,3.237,0.582,1.168,1751.351,1771.624,0.341,0.457,0.695,0.371,3.037,2.153,2.403,0.968,0.967,0,1.02,0.104,0.963,124,0.969,0.709,0.072,31
social_low_6.m4v,2,1,1,1789.677,1792.677,0.434,2.953,0.525,0.484,1799.838,1819.227,0.448,0.625,0.758,0.644,1.035,0.751,1.652,0.834,0.865,0,0.981,0,0.939,124,0.844,0.709,0.072,32
spider_high_2.m4v,3,2,2,1832.991,1835.992,0.493,1.735,0.366,1.736,1843.186,1863.209,0.581,0.492,0.801,0.177,1.652,0.718,1.218,1.118,0.958,0,0.957,0.053,NaN,124,0.904,0.709,0.072,33
heights_low_1.m4v,1,1,2,1877.407,1880.407,0.462,5.072,0.513,0.785,1894.993,1915.968,0.188,0.192,0.796,0.902,2.002,1.068,1.118,0.934,0.722,0,0.924,0.05,0.935,124,0.753,0.709,0.072,34
heights_high_4.m4v,1,2,1,1930.583,1933.583,0.473,3.838,0.519,0.768,1946.917,1967.191,0.623,0.665,0.849,0.471,2.52,0.868,1.335,1.352,NaN,0,0.972,0,0.973,124,0.766,0.709,0.072,35
heights_high_1.m4v,1,2,1,1982.757,1985.757,0.481,1.602,0.519,0.601,1996.689,2017.079,0.687,0.716,0.846,0.375,2.202,1.001,1.202,1.702,0.786,0,0.978,0.206,0.94,124,NaN,0.709,0.072,36
social_low_2.mov,2,1,2,10.078,13.104,0.172,3.754,0,1.652,24.311,45.654,0.174,0.148,0.005,0.231,3.07,1.352,4.389,3.638,0.779,0,0.889,0.147,0.917,126,0.72,0.897,0.128,1
heights_high_6.mov,1,2,2,67.625,70.627,0.133,3.904,0,0.768,84.044,104.55,0,0,1,0.76,2.67,1.502,1.435,7.909,0.895,0,0.924,0.256,0.97,126,0.866,0.897,0.128,2
heights_high_4.m4v,1,2,1,127.574,130.575,0.013,2.102,0,0.734,142.158,162.467,0,0.186,1,1,2.169,2.887,2.069,2.92,0.893,0,0.902,0.155,0.977,126,0.922,0.897,0.128,3
heights_low_4.m4v,1,1,1,182.001,185.002,0.002,1.619,0.005,1.302,196.668,217.694,0,0,0.505,0.804,2.053,0.401,2.603,1.819,0.947,0,1.014,0.05,0.956,126,0.9,0.897,0.128,4
spider_high_3.mov,3,2,2,234.076,237.078,0.505,2.67,0.796,2.62,246.123,266.246,0.227,0.816,0,0,8.276,1.135,1.785,5.74,0.897,0,0.913,0.261,0.946,126,0.823,0.897,0.128,5
spider_high_6.mov,3,2,1,292.69,295.691,0.5,1.452,0.773,2.82,303.703,323.327,0.223,0.503,0,0,5.273,2.486,2.82,1.318,0.862,0,0.927,0.054,0.994,126,0.77,0.897,0.128,6
spider_low_6.m4v,3,1,1,344.714,347.715,0.512,5.423,0.518,1.485,360.365,380.891,0,0.2,0.802,0.487,2.436,1.335,1.318,2.637,0.911,0,0.873,0.102,0.842,126,0.893,0.897,0.128,7
heights_low_1.m4v,1,1,2,398.123,401.124,0,1.302,0,0.434,411.605,432.598,0,0,0.18,1,6.524,0.834,2.92,0.834,0.851,0,0.948,0.15,0.823,126,0.782,0.897,0.128,8
spider_low_2.mov,3,1,2,453.201,456.202,0,3.153,0,0.651,464.747,485.304,0.505,0.046,1,0.67,2.437,0.484,4.055,2.386,0.862,0,0.868,0.051,0.86,126,0.892,0.897,0.128,9
social_low_4.m4v,2,1,2,504.157,507.158,0,1.202,0.251,1.435,513.534,534.277,0,0,0,0.814,2.753,0.384,1.468,4.605,0.709,0,0.807,0.101,0.832,126,0.748,0.897,0.128,10
social_high_1.mov,2,2,1,552.978,555.978,0,8.927,0.075,0.584,569.229,589.302,0,0.491,1,1,2.92,1.669,2.753,0.951,0.842,0,0.844,0.052,0.806,126,0.914,0.897,0.128,11
social_high_3.mov,2,2,1,607.088,610.088,0.205,2.086,0,0.734,617.65,638.023,0.503,0.805,0.848,0,3.07,1.302,2.836,1.502,0.881,0,0.861,0.155,0.84,126,0.837,0.897,0.128,12
spider_low_4.m4v,3,1,2,728.739,731.739,0.145,4.405,0,0.851,740.736,761.244,0.55,0.261,0.811,0.194,2.77,1.151,3.387,0.985,0.871,0,0.867,0,0.879,126,0.779,0.897,0.128,13
spider_high_4.m4v,3,2,1,779.028,782.028,0.155,1.719,0,0.401,789.89,810.365,0.667,0.248,0.504,0,3.187,3.671,2.303,2.87,0.693,0,0.878,0.205,0.829,126,0.641,0.897,0.128,14
social_low_5.m4v,2,1,2,831.903,834.904,0,3.604,0,0.351,842.598,862.59,0,0,0,1,2.203,0.317,1.836,1.218,0.803,0,0.822,0,0.883,126,0.911,0.897,0.128,15
heights_high_1.m4v,1,2,2,877.67,880.671,0,0.668,0,0.3,890.384,910.792,0.216,0.481,1,0.487,4.255,2.42,1.318,1.969,0.805,0,0.882,0.155,0.898,126,0.865,0.897,0.128,16
heights_low_5.m4v,1,1,1,930.245,933.245,0,1.151,0,0.284,943.427,963.418,0.223,0,1,1,2.203,0.267,1.018,0.935,0.936,0,0.776,0.053,0.834,126,0.902,0.897,0.128,17
spider_high_1.mov,3,2,2,977.331,980.331,0.22,0.851,0,0.367,985.273,1005.279,0.776,0.475,0.826,0.046,2.236,1.969,2.002,0.951,0.803,0,0.92,0.105,0.841,126,0.77,0.897,0.128,18
spider_low_1.m4v,3,1,1,1021.93,1024.93,0.16,1.852,0,0.417,1031.941,1052.183,0.2,0.157,0.214,0,1.936,0.567,1.769,1.135,0.837,0,0.907,0.052,0.819,126,0.787,0.897,0.128,19
heights_high_3.m4v,1,2,2,1067.08,1070.08,0,2.336,0,0.217,1081.379,1102.005,0.515,0.214,1,0.761,6.574,0.468,1.085,2.453,0.876,0,0.993,0.204,0.996,126,0.841,0.897,0.128,20
heights_low_2.m4v,1,1,1,1122.074,1125.074,0,1.035,0,0.317,1135.155,1155.18,0,0,1,1,1.702,0.434,0.801,0.567,0.915,0,0.936,0.053,0.833,126,0.888,0.897,0.128,21
social_high_2.mov,2,2,2,1168.175,1171.175,0,1.619,0,0.217,1177.752,1198.726,0.505,0.264,0.801,0,3.287,1.135,3.02,1.285,0.822,0,0.942,0.05,0.875,126,0.697,0.897,0.128,22
social_low_6.m4v,2,1,1,1216.946,1219.946,0,2.57,0,0.384,1228.642,1248.067,0,0,0.801,0.8,4.138,0.284,3.337,2.319,0.982,0,0.917,0.054,0.902,126,0.872,0.897,0.128,23
social_high_6.mov,2,2,1,1267.635,1270.635,0,1.218,0,0.167,1275.744,1296.301,0.243,0.497,0.74,0.131,4.405,0.601,2.203,1.702,0.786,0,0.914,0.205,0.917,126,0.85,0.897,0.128,24
social_high_5.m4v,2,2,2,1387.284,1390.284,0,1.535,0,0.217,1396.778,1416.786,0.242,0.511,0.487,0.225,2.803,0.351,2.019,2.736,0.925,0,0.76,0.158,0.893,126,0.853,0.897,0.128,25
social_low_1.m4v,2,1,1,1434.186,1437.186,0,1.185,0,0.067,1442.178,1462.987,0,0,0.784,1,1.535,0.868,1.969,0.868,0.925,0,0.862,0.151,0.867,126,0.806,0.897,0.128,26
social_high_4_replacement.mov,2,2,1,1477.717,1480.718,0,1.519,0.163,0.1,1486.076,1506.383,0.239,0.509,0.768,0.189,2.436,0.751,1.435,1.168,0.836,0,1.022,0.052,0.886,126,0.623,0.897,0.128,27
heights_low_3.mov,1,1,2,1521.666,1524.666,0,2.002,0,0.467,1535.881,1554.386,0,0,1,1,1.986,0.868,0.834,0.267,0.893,0,0.832,0.057,0.869,126,0.794,0.897,0.128,28
spider_low_3.m4v,3,1,2,1567.833,1570.834,0.121,1.769,0,0.267,1576.61,1597.286,0.235,0,0.502,0.515,2.336,0.384,4.021,1.018,0.912,0,0.872,0.051,0.831,126,1.022,0.897,0.128,29
heights_high_5.mov,1,2,2,1614.535,1617.535,0,4.572,0,0.267,1631.12,1651.143,0.511,0.658,1,0.765,2.269,0.751,1.302,1.352,0.8,0,0.768,0.21,0.937,126,0.788,0.897,0.128,30
heights_low_6.m4v,1,1,1,1666.309,1669.309,0,11.53,0.078,0.234,1689.818,1707.825,0.5,0.136,1,1,1.519,0.951,0.951,1.135,0.947,0,0.805,0.118,0.784,126,0.991,0.897,0.128,31
heights_high_2.mov,1,2,1,1721.87,1724.871,0,0.701,0,0.267,1734.584,1755.458,0.483,0.243,1,0.793,6.124,1.001,0.951,1.785,0.855,0,0.918,0.252,0.874,126,0.886,0.897,0.128,32
spider_high_5.m4v,3,2,2,1774.812,1777.813,0,1.819,0,0.284,1783.655,1804.165,0.246,0.248,0.226,0,3.22,2.019,1.585,1.869,1.042,0,0.977,0,0.871,126,0.977,0.897,0.128,33
spider_high_2.m4v,3,2,1,1822.348,1825.349,0.136,2.019,0,0.434,1833.544,1853.602,0.205,0.168,0.787,0.151,3.271,0.467,2.62,2.036,0.939,0,0.875,0.105,0.724,126,0.963,0.897,0.128,34
spider_low_5.mov,3,1,1,1871.486,1874.486,0.157,0.918,0,0.351,1880.496,1900.819,0.515,0.506,0.809,0,2.353,0.751,2.269,0.451,0.937,0,0.974,0.155,0.891,126,0.796,0.897,0.128,35
social_low_3.m4v,2,1,2,1916.135,1919.136,0,0.734,0,0.334,1925.946,1946.105,0,0,0.483,1,1.669,0.551,4.939,0.768,0.833,0,0.882,0.052,0.951,126,0.814,0.897,0.128,36
heights_low_2.m4v,1,1,2,10.044,13.068,0.209,4.105,0.062,2.153,28.081,48.071,0.091,0.034,0.5,0.645,3.087,1.585,4.472,2.219,0.722,0,0.846,0.158,0.84,128,0.707,0.719,0.09,1
heights_high_3.m4v,1,2,1,68.943,71.943,0.118,1.285,0.099,1.669,83.626,104.216,0,0.217,0.5,0.595,1.168,1.569,1.602,2.086,0.753,0,0.842,0.102,0.838,128,0.792,0.719,0.09,2
spider_high_5.m4v,3,2,2,120.133,123.133,0.208,1.702,0.337,1.218,131.779,152.252,0.35,0.175,0.31,0.372,1.535,2.303,4.171,2.336,0.767,0,0.836,0,0.854,128,0.749,0.719,0.09,3
heights_high_4.m4v,1,2,2,172.09,175.09,0.165,1.702,0.053,1.001,186.522,206.796,0.07,0,0.5,0.5,3.521,1.668,0.367,0.267,0.698,0,0.802,0.052,0.821,128,0.809,0.719,0.09,4
heights_low_6.m4v,1,1,1,222.112,225.112,0.063,2.653,0.102,0.868,237.379,255.367,0.004,0,0.5,1,1.735,0.834,1.201,0.701,0.64,0,0.652,0.118,0.778,128,0.805,0.719,0.09,5
social_high_2.mov,2,2,2,269.331,272.331,0.247,1.201,0.188,1.702,280.96,301.901,0.218,0.243,0.5,0.498,1.685,0.918,0.801,1.402,0.803,0,0.852,0,0.83,128,0.85,0.719,0.09,6
social_low_4.m4v,2,1,1,316.199,319.199,0.226,4.372,0.154,1.819,330.114,350.838,0.019,0.027,0.499,0.499,3.137,1.385,1.201,0.634,0.694,0,0.78,0.051,0.82,128,0.752,0.719,0.09,7
social_high_1.mov,2,2,1,366.688,369.688,0.05,1.568,0.089,0.868,375.848,395.887,0.109,0.278,0.5,0.5,1.752,0.784,0.834,0.684,0.663,0,0.819,0.053,0.808,128,0.813,0.719,0.09,8
spider_high_2.m4v,3,2,2,409.435,412.436,0.167,2.987,0.212,1.151,421.298,441.323,0.259,0.296,0.5,0.5,1.452,0.784,1.118,0.434,0.674,0,0.796,0,0.771,128,0.649,0.719,0.09,9
spider_low_6.m4v,3,1,1,454.602,457.602,0.199,2.269,0.202,1.852,465.447,485.938,0.118,0.06,0.5,0.5,2.937,2.353,2.703,0.167,0.755,0,0.681,0,0.775,128,0.747,0.719,0.09,10
spider_low_2.mov,3,1,1,503.589,506.589,0.218,1.669,0.134,1.468,513.45,533.973,0.115,0.129,0.365,0.733,3.12,0.801,1.835,0.684,0.705,0,0.635,0.102,0.772,128,0.63,0.719,0.09,11
social_low_1.m4v,2,1,2,549.907,552.907,0.169,1.152,0.185,1.235,559.017,579.824,0.107,0.15,0.5,0.5,2.169,0.768,0.35,0.184,0.833,0,0.723,0.101,NaN,128,0.84,0.719,0.09,12
spider_low_3.m4v,3,1,2,665.001,668.001,0.106,2.837,0.108,1.135,675.696,696.336,0.114,0.213,0.443,0.668,1.735,1.185,4.238,1.335,0.825,0,0.742,0.153,0.845,128,0.732,0.719,0.09,13
spider_high_1.mov,3,2,1,714.322,717.322,0.128,3.738,0.113,0.684,727.47,747.442,0.258,0.215,0.503,0.5,1.468,1.018,0.451,0.15,0.7,0,0.784,0.105,0.631,128,0.84,0.719,0.09,14
heights_high_5.mov,1,2,2,760.022,763.023,0.228,3.354,0.137,0.918,776.023,796.012,0.13,0.424,0.573,0.5,2.403,1.735,2.653,0.017,0.804,0,0.856,0.158,0.828,128,0.664,0.719,0.09,15
social_low_6.m4v,2,1,2,812.313,815.314,0.194,5.122,0.21,1.018,825.177,844.567,0,0.162,0.224,0.512,1.218,2.786,3.788,0.768,0.856,0,0.862,0.109,0.832,128,0.895,0.719,0.09,16
social_high_3.mov,2,2,1,862.619,865.619,0.194,1.619,0.219,1.685,872.647,893.003,0.046,0.108,0.5,0.5,1.535,0.551,0.284,0.15,0.859,0,0.675,0.103,0.665,128,0.885,0.719,0.09,17
spider_low_5.mov,3,1,2,905.016,908.016,0,0.868,0.141,1.335,914.943,935.249,0,0.343,0.5,0.5,0.851,1.352,0.484,0.067,0.656,0,0.676,0.052,0.789,128,0.7,0.719,0.09,18
spider_high_4.m4v,3,2,1,947.496,950.496,0.21,1.185,0.16,1.085,956.489,976.946,0.233,0.228,0.5,0.5,2.503,1.368,0.634,0.534,0.656,0,0.762,0,0.818,128,0.734,0.719,0.09,19
heights_low_4.m4v,1,1,2,991.478,994.478,0.044,1.819,0.176,0.851,1005.877,1026.885,0,0,0.5,1,1.285,0.784,0.684,0.651,0.676,0,0.658,0.15,0.659,128,0.74,0.719,0.09,20
heights_high_2.mov,1,2,1,1039.781,1042.781,0,0.651,0.139,0.934,1053.096,1073.953,0,0.163,0.5,0.5,0.751,0.751,0.701,0.3,0.676,0,0.647,0.201,0.622,128,0.661,0.719,0.09,21
heights_low_5.m4v,1,1,1,1085.949,1088.949,0,0.801,0.165,0.651,1099.13,1119.103,0,0,0.527,0.772,2.319,0.517,1.552,0.935,0.754,0,0.682,0.158,0.809,128,0.622,0.719,0.09,22
social_high_5.m4v,2,2,2,1133.918,1136.919,0.053,4.305,0.072,1.685,1147.634,1167.623,0.118,0.212,0.408,0.413,0.784,0.534,1.335,0.484,0.772,0,0.747,0.105,0.745,128,0.872,0.719,0.09,23
social_low_5.m4v,2,1,1,1180.253,1183.253,0.5,0.1,0,1.502,1190.581,1210.537,0,0,0.188,0.5,1.502,0.518,1.735,0.334,0.786,0,0.712,0.211,0.821,128,0.789,0.719,0.09,24
spider_high_6.mov,3,2,2,1320.725,1323.725,0,1.769,0,1.318,1332.537,1352.143,0,0.184,0.5,0.798,2.019,1.802,0.451,4.438,0.825,0,0.863,0.054,0.908,128,0.847,0.719,0.09,25
spider_high_3.mov,3,2,1,1370.346,1373.346,0.063,2.186,0.122,0.751,1380.007,1400.113,0.304,0.177,0.491,0.319,2.737,1.735,2.853,5.056,0.661,0,0.585,0,0.866,128,0.716,0.719,0.09,26
social_high_6.mov,2,2,2,1421.986,1424.987,0.036,1.685,0,1.051,1433.449,1453.972,0.066,0.082,0.501,0.5,3.003,5.723,0.367,0.234,0.932,0,0.908,0.051,0.909,128,0.812,0.719,0.09,27
social_high_4_replacement.mov,2,2,1,1472.793,1475.793,0,0.901,0.031,0.951,1482.37,1502.643,0.138,0,0.464,0.5,5.573,2.386,4.805,0.384,0.713,0,0.866,0.052,0.908,128,0.815,0.719,0.09,28
heights_high_1.m4v,1,2,2,1525.284,1528.284,0.138,2.119,0.061,0.701,1539.833,1560.224,0,0.125,0.499,0.5,2.319,0.784,0.784,0.501,0.887,0,0.907,0.103,0.906,128,0.865,0.719,0.09,29
social_low_2.mov,2,1,2,1574.105,1577.105,0.369,22.241,0.149,1.735,1604.805,1626.13,0.078,0.48,0.476,0,9.06,0.517,3.654,2.369,1.011,0,0.947,0.049,0.912,128,0.893,0.719,0.09,30
social_low_3.m4v,2,1,1,1651.223,1654.223,0.136,21.791,0.074,0.751,1680.489,1700.612,0.244,0.03,0.347,0.302,12.147,0.968,30.551,1.852,0.944,0,0.848,0.105,0.933,128,0.925,0.719,0.09,31
spider_low_4.m4v,3,1,2,1755.622,1758.622,0.051,49.071,0,1.135,1812.551,1833.042,0.141,0.145,0.352,0.5,4.739,1.218,1.402,0.567,0.912,0,0.941,0.051,0.904,128,0.902,0.719,0.09,32
spider_low_1.m4v,3,1,1,1850.46,1853.46,0.105,16.335,0.074,1.101,1875.62,1895.844,0.025,0.04,0.499,0.5,1.452,0.601,0.684,0.334,0.795,0,0.677,0.156,0.615,128,0.765,0.719,0.09,33
heights_low_1.m4v,1,1,2,1908.407,1911.407,0.066,0.818,0.073,0.55,1921.504,1942.479,0.032,0.16,0.499,0.675,1.368,0.517,3.154,0.634,0.662,0,0.803,0.1,0.789,128,0.779,0.719,0.09,34
heights_high_6.mov,1,2,1,1957.645,1960.645,0.031,2.202,0.068,1.686,1973.262,1993.752,0.052,0.148,0.498,0.5,1.368,1.051,0.617,0.701,0.594,0,0.812,0.154,0.74,128,0.689,0.719,0.09,35
heights_low_3.mov,1,1,1,2006.982,2009.983,0.058,1.151,0.103,0.901,2020.764,2039.252,0,0.101,0.501,0.716,1.285,1.118,0.884,0.818,0.751,0,0.813,0.114,0.792,128,0.763,0.719,0.09,36
social_low_5.m4v,2,1,2,10.061,13.087,0.006,3.104,0.011,2.92,24.912,44.903,0.019,0.016,0.02,1,3.154,1.452,1.436,1.836,0.716,0,0.685,0.105,0.801,129,0.651,0.74,0.124,1
social_high_3.mov,2,2,1,62.285,65.286,0.002,2.386,0.011,1.101,72.531,92.921,0.105,0.148,0.413,0.664,2.003,1.185,3.437,1.936,0.733,0,NaN,0.052,NaN,129,0.767,0.74,0.124,2
spider_low_5.mov,3,1,2,110.99,113.99,0.016,2.753,0.015,2.069,123.57,143.91,0.016,0.013,0.007,0.982,3.454,1.652,1.535,4.405,0.705,0,NaN,0.052,0.744,129,0.662,0.74,0.124,3
heights_low_5.m4v,1,1,2,164.465,167.466,0.007,2.92,0,1.368,180.501,200.492,0,0,0,1,2.119,0.751,1.185,1.268,0.706,0,NaN,0.105,NaN,129,0.732,0.74,0.124,4
heights_high_3.m4v,1,2,1,215.322,218.323,0,2.837,0,0.567,230.472,251.065,0.093,0.22,0.332,1,1.869,1.502,1.836,1.502,NaN,0,NaN,0.051,NaN,129,0.7,0.74,0.124,5
social_low_4.m4v,2,1,2,267.279,270.28,0.053,7.142,0.058,1.068,283.23,303.971,0,0,0,1,1.185,1.502,0.968,0.968,0.774,0,0.775,0.101,NaN,129,0.688,0.74,0.124,6
social_high_6.mov,2,2,1,318.085,321.085,0,1.852,0,1.252,327.929,348.469,0.113,0.259,0.298,0.562,4.939,2.019,1.702,3.054,NaN,0,NaN,0,0.791,129,NaN,0.74,0.124,7
spider_high_4.m4v,3,2,2,369.675,372.678,0,2.486,0,0.951,379.854,400.346,0,0,0,1,1.668,0.684,1.268,1.719,NaN,0,NaN,0.051,NaN,129,0.774,0.74,0.124,8
spider_low_1.m4v,3,1,1,415.176,418.176,0,1.535,0,0.667,424.119,444.361,0,0,0,0.774,1.986,0.601,1.669,3.087,0.678,0,0.775,0.052,NaN,129,0.866,0.74,0.124,9
spider_high_6.mov,3,2,1,461.193,464.194,0,1.051,0,0.601,471.588,491.227,0,0,0,0.72,0.851,0.634,1.018,1.101,NaN,0,0.783,0.054,0.747,129,0.72,0.74,0.124,10
